City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,shingu,33.7333,135.9833,12.46,84,97,2.21,JP,1678567991
366,pundaguitan,6.3711,126.1689,26.23,80,82,2.89,PH,1678568097
367,aswan,24.0934,32.907,22.61,23,0,0.0,EG,1678568058
368,togur,58.3631,82.8265,-0.71,85,100,5.38,RU,1678568097
369,rawson,-43.3002,-65.1023,33.84,19,56,5.48,AR,1678568098
370,hammerfest,70.6634,23.6821,-5.75,58,93,2.06,NO,1678568098
371,deputatskiy,69.3,139.9,-24.25,95,100,0.66,RU,1678568098
372,hanzhong,33.0728,107.0303,8.52,49,100,1.56,CN,1678568099
373,ozieri,40.586,9.0012,12.04,93,62,7.09,IT,1678568099
374,san borja,-14.8167,-66.85,29.51,71,94,1.16,BO,1678568100
375,urucara,-2.5364,-57.76,27.94,83,53,1.01,BR,1678568100
376,levelland,33.5873,-102.378,26.77,16,98,12.44,US,1678568101
377,kieta,-6.2167,155.6333,26.49,78,61,1.1,PG,1678568101
378,acari,-15.4311,-74.6158,27.8,63,76,3.84,PE,1678568101
379,brasileia,-11.0161,-68.7481,28.25,78,75,1.03,BR,1678568102
380,neiafu,-18.65,-173.9833,26.38,89,75,2.57,TO,1678568102
381,lakes entrance,-37.8811,147.981,15.09,93,87,2.5,AU,1678568103
382,sisimiut,66.9395,-53.6735,-11.1,77,4,2.07,GL,1678568104
383,newport,51.5877,-2.9984,8.03,94,100,4.27,GB,1678568105
384,buala,-8.145,159.5921,26.95,83,99,1.8,SB,1678568105
385,flinders,-34.5833,150.8552,21.77,82,72,2.68,AU,1678567896
386,vila franca do campo,37.7167,-25.4333,17.23,96,100,9.82,PT,1678568106
387,tomatlan,19.9333,-105.25,29.48,47,6,4.85,MX,1678568106
388,bengkulu,-3.8004,102.2655,23.49,90,100,1.41,ID,1678568087
389,nsanje,-16.92,35.262,23.79,93,100,3.44,MW,1678568107
390,mount vernon,40.9126,-73.8371,7.13,69,75,9.26,US,1678568107
391,victoria,22.2855,114.1577,21.78,90,49,1.35,HK,1678567853
392,sampit,-2.5333,112.95,23.05,98,94,1.1,ID,1678568108
393,necochea,-38.5473,-58.7368,28.07,63,4,8.39,AR,1678568009
394,kavaratti,10.5669,72.642,27.64,64,7,1.48,IN,1678568109
395,sarkand,45.41,79.9186,12.93,37,100,3.64,KZ,1678568109
396,howard springs,-12.497,131.047,25.95,85,21,1.25,AU,1678568110
397,bambanglipuro,-7.95,110.2833,24.07,86,61,1.14,ID,1678568110
398,aksu,41.1231,80.2644,7.13,29,6,1.42,CN,1678568111
399,concepcion del uruguay,-32.4825,-58.2372,38.32,33,0,0.89,AR,1678568111
400,guerrero negro,27.9769,-114.0611,20.95,62,4,10.11,MX,1678568112
401,srandakan,-7.9386,110.2506,24.17,86,61,1.3,ID,1678568112
402,alice springs,-23.7,133.8833,15.75,44,0,2.57,AU,1678568113
403,the valley,18.217,-63.0578,26.92,69,20,3.6,AI,1678568113
404,san-pedro,4.7485,-6.6363,27.05,85,48,3.93,CI,1678568113
405,yichang,30.7144,111.2847,15.56,30,99,4.56,CN,1678568114
406,onda,39.9667,-0.25,21.47,50,96,3.12,ES,1678568114
407,touros,-5.1989,-35.4608,27.02,79,19,5.86,BR,1678567922
408,la ronge,55.1001,-105.2842,-6.86,58,75,5.66,CA,1678568115
409,yining,29.0361,114.5636,12.98,49,49,2.24,CN,1678568116
410,punta gorda,26.9298,-82.0454,29.03,68,20,8.05,US,1678568116
411,lincoln,40.8,-96.667,1.95,94,100,3.6,US,1678567825
412,sola,-13.8833,167.55,26.34,82,100,5.35,VU,1678568117
413,utinga,-5.8172,-35.3954,28.22,89,20,5.66,BR,1678568117
414,general roca,-39.0333,-67.5833,35.35,7,0,4.99,AR,1678568118
415,san lawrenz,36.0553,14.204,17.7,71,8,3.13,MT,1678568118
416,hay river,60.8156,-115.7999,-17.02,65,20,4.12,CA,1678568119
417,santa maria,-29.6842,-53.8069,31.61,55,20,5.14,BR,1678568006
418,limbang,4.75,115.0,26.06,90,100,2.21,MY,1678568119
419,klaksvik,62.2266,-6.589,-4.49,51,100,4.4,FO,1678568120
420,adeje,28.1227,-16.726,25.61,48,0,4.63,ES,1678568120
421,formosa,-26.1775,-58.1781,36.65,37,20,2.57,AR,1678567874
422,torbay,47.6666,-52.7314,1.82,96,100,8.75,CA,1678568121
423,mackay,-21.15,149.2,23.71,87,10,2.75,AU,1678568121
424,kolda,12.8833,-14.95,30.21,19,1,0.77,SN,1678568122
425,bandarbeyla,9.4942,50.8122,25.38,82,6,5.69,SO,1678568123
426,bakchar,57.0186,82.0711,-0.39,86,99,5.02,RU,1678568123
427,harper,4.375,-7.7169,26.82,86,38,3.91,LR,1678568123
428,roseville,38.7521,-121.288,13.42,89,100,2.06,US,1678567910
429,karachi,24.9056,67.0822,24.9,27,100,0.0,PK,1678568124
430,puerto baquerizo moreno,-0.9,-89.6,29.55,66,20,1.54,EC,1678567978
431,pandan,14.0453,124.1694,23.48,79,39,3.63,PH,1678568125
432,samagaltay,50.6022,95.0047,-11.15,76,100,0.68,RU,1678568125
433,garden city,42.3256,-83.331,4.97,52,100,1.54,US,1678568126
434,kilindoni,-7.9139,39.6668,27.4,76,100,6.21,TZ,1678568126
435,dubbo,-32.25,148.6167,18.07,88,0,3.6,AU,1678567945
436,valdivia,-39.8142,-73.2459,21.05,76,62,5.19,CL,1678568127
437,padang,-0.9492,100.3543,24.38,88,100,1.29,ID,1678568127
438,urumqi,43.801,87.6005,-0.47,80,0,1.0,CN,1678568128
439,guangyuan,32.442,105.823,11.17,13,100,5.23,CN,1678568128
440,przasnysz,53.0191,20.8803,-0.35,77,12,6.74,PL,1678568129
441,grand-santi,4.25,-54.3833,24.9,93,92,1.66,GF,1678568129
442,praia,14.9215,-23.5087,26.3,44,0,9.26,CV,1678568130
443,manoel urbano,-8.8389,-69.2597,22.81,96,100,0.49,BR,1678568130
444,kambove,-10.8764,26.5969,17.14,96,100,0.79,CD,1678568131
445,savannah bight,16.45,-85.85,26.01,74,2,7.07,HN,1678568131
446,zhangye,38.9342,100.4517,0.26,35,0,2.91,CN,1678568132
447,maruko,36.3167,138.2667,5.69,80,88,1.56,JP,1678568132
448,villarrica,-25.75,-56.4333,31.61,54,5,1.64,PY,1678568132
449,touba,8.2833,-7.6833,25.04,70,94,3.18,CI,1678568133
450,shelabolikha,53.4131,82.6167,1.66,98,100,8.15,RU,1678568133
451,jimo,36.3897,120.4622,4.88,65,0,10.0,CN,1678568134
452,batangafo,7.3008,18.2833,27.86,28,34,1.83,CF,1678568134
453,phan thiet,10.9333,108.1,20.33,88,30,2.86,VN,1678567926
454,mahibadhoo,3.7833,72.9667,27.25,78,17,5.16,MV,1678568135
455,ca mau,9.1769,105.15,22.34,83,34,2.34,VN,1678568135
456,payson,40.0444,-111.7321,5.7,56,75,2.57,US,1678567987
457,emerald,-23.5333,148.1667,22.41,96,41,3.93,AU,1678568117
458,coahuayana,18.7333,-103.6833,30.14,48,7,3.29,MX,1678568136
459,jalu,29.0331,21.5482,17.74,45,1,3.95,LY,1678568136
460,hirara,24.8,125.2833,21.18,74,32,6.02,JP,1678568137
461,lorengau,-2.0226,147.2712,26.62,80,94,0.76,PG,1678568137
462,palmer,42.1584,-72.3287,5.98,58,100,5.66,US,1678568138
463,shubarkuduk,49.1447,56.4872,0.32,99,95,0.62,KZ,1678568138
464,mandera,3.9366,41.867,31.13,41,99,10.56,KE,1678568138
465,pisco,-13.7,-76.2167,25.03,78,0,3.6,PE,1678568139
466,hofn,64.2539,-15.2082,-9.04,66,6,9.72,IS,1678568139
467,kavieng,-2.5744,150.7967,27.62,73,100,1.72,PG,1678568140
468,dicamay,16.7561,122.0037,16.59,92,0,1.21,PH,1678568140
469,cabedelo,-6.9811,-34.8339,29.37,74,99,5.08,BR,1678568140
470,huayang,34.4155,109.9939,-2.97,27,9,1.8,CN,1678568141
471,antalaha,-14.9003,50.2788,24.16,87,76,2.99,MG,1678568141
472,arlit,18.7369,7.3853,29.28,8,100,4.53,NE,1678568141
473,elliot,-31.3333,27.85,12.36,98,100,2.26,ZA,1678568142
474,abha,18.2164,42.5053,14.9,82,0,4.12,SA,1678568142
475,abalak,58.1286,68.5944,-6.71,91,50,4.25,RU,1678568143
476,karratha,-20.7377,116.8463,29.52,21,0,4.75,AU,1678568143
477,charters towers,-20.1,146.2667,24.08,78,2,2.92,AU,1678568144
478,keetmanshoop,-26.5833,18.1333,22.35,15,0,3.08,NA,1678568144
479,port arthur,38.8,121.2667,3.12,46,71,11.74,CN,1678568144
480,parnarama,-5.6817,-43.0933,26.15,86,100,1.14,BR,1678568145
481,christchurch,-43.5333,172.6333,17.49,94,77,1.03,NZ,1678568053
482,taikang,46.8333,124.4167,-9.51,46,0,4.01,CN,1678568145
483,maues,-3.3836,-57.7186,26.64,94,91,0.84,BR,1678568146
484,bam,29.106,58.357,18.55,42,1,1.17,IR,1678568146
485,graulhet,43.7669,1.9894,14.41,93,100,5.92,FR,1678568147
486,logan,41.7355,-111.8344,3.95,61,8,0.89,US,1678568110
487,tezu,27.9167,96.1667,19.87,33,3,2.07,IN,1678568147
488,khipro,25.8285,69.3772,25.11,18,99,4.41,PK,1678568148
489,ust-nera,64.5667,143.2,-23.19,97,100,1.91,RU,1678568148
490,syracuse,37.0881,15.2792,17.95,80,67,7.47,IT,1678567951
491,san policarpo,12.1791,125.5072,24.61,82,13,5.13,PH,1678568149
492,mahajanga,-15.7167,46.3167,26.01,94,20,0.51,MG,1678568150
493,zalantun,48.0,122.7167,-11.27,50,79,7.15,CN,1678568151
494,paso de carrasco,-34.8603,-56.0522,33.25,67,20,6.69,UY,1678568006
495,darnah,32.767,22.6367,16.95,63,99,9.71,LY,1678568151
496,rafai,4.95,23.9167,25.18,62,78,2.47,CF,1678568152
497,gao,16.6362,1.637,31.17,10,50,4.22,ML,1678568152
498,labuhan,-6.8844,112.2051,24.33,87,98,4.12,ID,1678568152
499,malanje,-9.5402,16.341,18.36,90,100,1.75,AO,1678568065
500,budingen,50.3,9.1167,1.52,73,73,0.29,DE,1678568153
501,nantucket,41.2835,-70.0995,3.41,80,100,12.86,US,1678567891
502,port macquarie,-31.4333,152.9167,21.61,94,100,1.85,AU,1678568154
503,mandan,46.8267,-100.8896,-3.01,81,40,7.72,US,1678568136
504,la palma,33.8464,-118.0467,19.01,92,100,4.63,US,1678568154
505,boguchany,58.3814,97.4531,-7.44,98,100,1.62,RU,1678568155
506,nome,64.5011,-165.4064,-9.35,81,100,1.5,US,1678568155
507,biak,-0.9131,122.8766,23.92,84,94,1.27,ID,1678568156
508,maniitsoq,65.4167,-52.9,-7.02,67,0,2.44,GL,1678568156
509,lasa,46.6166,10.7002,6.49,91,71,3.08,IT,1678568156
510,aviles,43.5547,-5.9248,16.77,82,75,1.54,ES,1678567985
511,gombong,-7.6072,109.5142,24.54,86,88,1.28,ID,1678568157
512,aden,12.7794,45.0367,25.39,84,100,8.94,YE,1678568157
513,avera,33.194,-82.5271,18.73,37,99,0.65,US,1678568158
514,vallenar,-28.5708,-70.7581,26.75,40,0,4.41,CL,1678568158
515,kashan,33.9831,51.4364,14.77,38,0,0.0,IR,1678568159
516,pacific grove,36.6177,-121.9166,18.06,86,40,4.12,US,1678568159
517,turukhansk,65.8167,87.9833,-2.3,95,100,10.21,RU,1678568159
518,bud,39.447,-86.1758,9.0,56,100,3.67,US,1678568160
519,mercedes,-34.6515,-59.4307,38.81,17,0,4.45,AR,1678568160
520,malinovoye ozero,51.6753,79.7825,2.58,96,100,5.21,RU,1678568161
521,sinnamary,5.3833,-52.95,25.87,73,89,4.95,GF,1678568161
522,bagdarin,54.4333,113.6,-20.25,86,100,0.5,RU,1678568161
523,progreso,21.2833,-89.6667,33.95,55,0,6.7,MX,1678568162
524,borogontsy,62.6683,131.1683,-10.21,94,100,3.13,RU,1678568162
525,bajil,15.0584,43.2851,27.12,65,92,2.07,YE,1678568163
526,parainen,60.3067,22.301,-4.92,89,100,3.56,FI,1678568163
527,arrecife,28.963,-13.5477,19.99,77,0,2.57,ES,1678568164
528,karonga,-9.9333,33.9333,23.61,85,100,2.46,MW,1678568164
529,ruston,32.5232,-92.6379,22.55,94,75,5.14,US,1678568164
530,koungou,-12.7336,45.2042,25.84,89,0,1.54,YT,1678568165
531,matara,5.9485,80.5353,23.75,89,72,3.81,LK,1678568165
532,fort nelson,58.8053,-122.7002,-12.25,47,40,2.57,CA,1678568162
533,paracuru,-3.41,-39.0306,27.84,78,82,3.9,BR,1678568143
534,reguengos de monsaraz,38.4253,-7.5349,12.74,93,96,2.59,PT,1678568166
535,saint-leu,-21.15,55.2833,24.48,93,87,3.65,RE,1678568167
536,abonnema,4.7084,6.7931,25.16,81,92,4.09,NG,1678568167
537,vardo,70.3705,31.1107,-9.01,62,6,10.8,NO,1678568168
538,dunedin,-45.8742,170.5036,17.67,68,29,1.34,NZ,1678568168
539,senanga,-16.1167,23.2667,23.46,49,31,2.23,ZM,1678568169
540,san vicente,-26.6167,-54.1333,29.91,40,26,2.43,AR,1678568169
541,wenling,28.3669,121.36,15.39,80,73,1.32,CN,1678568170
542,bodden town,19.2833,-81.25,30.0,58,20,4.63,KY,1678567971
543,bac lieu,9.285,105.7244,23.33,79,63,5.15,VN,1678568170
544,wajid,3.8093,43.2471,27.03,56,76,8.78,SO,1678568171
545,gardelegen,52.5252,11.3952,1.0,90,43,4.94,DE,1678568171
546,tarko-sale,64.9225,77.785,-6.51,93,99,12.35,RU,1678568172
547,labuan,5.2767,115.2417,25.2,88,20,2.57,MY,1678568173
548,krasnoselkup,65.7,82.4667,-1.36,96,100,10.23,RU,1678568157
549,aloleng,16.1307,119.7824,23.08,71,4,1.97,PH,1678568174
550,pingliang,35.5392,106.6861,-2.54,28,2,1.56,CN,1678568174
551,shiogama,38.3167,141.0333,6.58,79,59,2.2,JP,1678568175
552,ballina,-28.8667,153.5667,23.34,99,100,1.73,AU,1678568175
553,bukachacha,52.9833,116.9167,-25.35,93,16,1.78,RU,1678568176
554,kokopo,-4.352,152.2633,25.25,84,96,1.64,PG,1678568176
555,sarmanovo,55.2553,52.5891,-3.62,94,64,2.23,RU,1678568177
556,klyuchi,52.2667,79.1667,1.56,98,100,4.55,RU,1678568177
557,bandar,2.05,99.75,22.16,97,73,0.7,ID,1678568178
558,skelleftea,64.7507,20.9528,-13.8,100,81,2.06,SE,1678568178
559,westport,41.1415,-73.3579,6.27,64,100,6.69,US,1678568013
560,pringsewu,-5.3582,104.9744,22.22,94,98,0.94,ID,1678568179
561,catio,11.2833,-15.25,25.03,69,0,4.59,GW,1678568179
562,kudahuvadhoo,2.6708,72.8944,26.92,80,18,4.62,MV,1678568179
563,baglan,36.1307,68.7083,17.9,58,100,2.37,AF,1678568180
564,mamou,10.5,-12.0,27.06,17,90,1.22,GN,1678568180
565,muli,2.9167,73.5667,27.66,77,29,5.65,MV,1678568181
566,meulaboh,4.1363,96.1285,24.6,89,100,1.67,ID,1678568181
567,am timan,11.0297,20.2827,29.11,10,49,3.02,TD,1678568182
568,guiyang,26.5833,106.7167,12.27,100,100,2.0,CN,1678568182
569,wilmington,34.2257,-77.9447,15.95,39,0,5.14,US,1678568020
570,sfantu gheorghe,45.8667,25.7833,2.74,81,78,7.11,RO,1678568183
571,longavi,-35.9667,-71.6833,29.1,21,0,6.6,CL,1678567893
572,jumla,29.2747,82.1838,5.63,81,100,1.71,NP,1678568183
573,siocon,7.7061,122.1353,24.43,86,13,4.02,PH,1678568184
